,Value,System,Privacy,Spam,Finance,Others,commentid,appid
3072,其实还好的，以前玩的超开心，但是现在又是作弊道又是广告，真的就没意思了，还有其实不难，不要喷什么太恶心，技术不行没人管喽，还有不要下2，2不好玩的，个人还是比较看好这个游戏,0,0,1,0,0,4624395,88871
3073,应用很久没更新了，天气一直没接收到，但我一直使用，因为我喜欢这个app，你们依广告费过日子的吧，,0,0,1,0,0,3943549,77218
3074,不花钱广告看死你，不花钱在快的网一样卡死你。老子200电信宽带卡着不懂。说你垃圾就是垃圾,0,0,1,0,0,3935321,39312
3075,不联网玩还好，联网玩这游戏会自动下载软件跟弹出广告！,1,0,1,0,0,611430,39685
3076,广告多      翻译也不行,0,0,1,0,0,1948536,50739
3077,我擦，广告太多了吧,0,0,1,0,0,2455431,206079
3078,过了大概一周一堆问题，什么花屏，弹窗广告。投诉不理，客服那态度我xxxxxxx，说什么我自己造成的，我装上去之后碰都没碰过,0,0,1,0,0,2230779,45617
3079,广告也太显眼了，刷新不了，后悔更新,0,0,1,0,0,3520612,51676
3080,垃圾软件，广告还取消不了，不好用，没发,0,0,1,0,0,4127245,59734
3081,差劲广告太多,0,0,1,0,0,4101777,57311
3082,有广告,0,0,1,0,0,4554839,14722
3083,挺好，就是有广,0,0,1,0,0,1796183,50421
3084,广告烦,0,0,1,0,0,2521836,10728
3085,4.0以后这软件就已经毁了。散了吧。全是广告，界面丑还全广告,0,0,1,0,0,4193960,27244
3086,广告太多，宝贝一按就出现广,0,0,1,0,0,3602714,15771
3087,每次更新就是在更新广告，让你有更多机会看他们的广告,0,0,1,0,0,2951914,145
3088,打广告就放假大,0,0,1,0,0,3954333,462431
3089,我是个男的，看电影总有这个广告，我寻思来看看，学会一些东西，以后可以为女朋友做点事情，进去才发现，哎！不想说了，卸载了,0,0,1,0,0,4540356,31996
3090,差劲   广告,0,0,1,0,0,3127699,59188
3091,我们花钱买了手机上的红外功能。为什么有广告。还很恶心，尤其是空调遥控，如果我们没交钱，那有广告理所应当。但是手机上红外是我们花钱买的。那你们还有广告而且严重影响使用，小米再见,0,0,1,0,0,4620644,31067
3092,垃圾一堆广,0,0,1,0,0,4547995,88871
3093,他妈的广告那么多，都不能好好打游,0,0,1,0,0,4199656,255535
3094,有垃圾广告要人下,0,0,1,0,0,4466884,425848
3095,日，垃圾，广告又多，浪费时,0,0,1,0,0,2811850,75089
3096,广告太多 软件太臃,0,0,1,0,0,2310340,14322
3097,广告太多，闪退!!,0,0,1,0,0,1574652,26284
3098,总闪退，减一星，广告多，减一星,0,0,1,0,0,3649633,91465
3099,有广告，差,0,0,1,0,0,2252985,75089
3100,虽然好用但有广,0,0,1,0,0,3971167,6450
3101,有广告，还是弹框的那种,0,0,1,0,0,4500528,50739
3102,真的垃圾！广告多就不说了还是些视频广告还是强制的必须看完关都关不,0,0,1,0,0,4029127,443211
3103,都别下载全是垃圾，里面的广告看多嘞。你边咯不好，一点儿也不好,0,0,1,0,0,4338602,426552
3104,好玩，就是跑的有点慢，好多广,0,0,1,0,0,4323255,421915
3105,好是好'就是广告太多。。。。,0,0,1,0,0,642221,13264
3106,会有广告 但是其他都还可以 视频看不了 只有知识点是最好的 而且书本有些改版了 这个还是以前版,0,0,1,0,0,3776701,82408
3107,全特么是广告，一堆广告,0,0,1,0,0,4644619,453142
3108,差评差评，老是插广告，玩都玩不顺畅，很不满意，非常不满,0,0,1,0,0,4290320,442955
3109,游戏挺好，就是广告越来越多，随便一点就下载，一按就让你缴费，无语，想赚钱想疯,1,0,1,0,0,1418830,68272
3110,垃圾，一颗星都不想给，广告那么多，垃,0,0,1,0,0,4011820,75369
3111,脑子有病的app吧，买完东西确认付款按键居然被广告条遮，绝对是没脑子的想出来的，关闭广告后很大概率，确认按键无反应，要刷新一下，我也是醉了,0,0,1,0,0,3890825,2005
3112,很实用但是有广告，而且有时真的会自动下载，下载时取消不,1,0,1,0,0,2243082,75089
3113,真的垃圾，广告不,0,0,1,0,0,4597768,25940
3114,有黄色广告,0,0,1,0,0,2333282,82408
3115,更新安装出错，后来卸载了重现下载安装，没想到本来没有广告的电池软件但是更新出广告了，其他倒是没见有什么变化，很郁闷的说,0,0,1,0,0,1094966,22133
3116,广告多了，喜欢没广告,0,0,1,0,0,696925,35052
3117,烦死了，老是出广告，一不小心点到就给自动下载，现在的app怎么都是这样太过分,1,0,1,0,0,1930152,65611
3118,不小心把自已拉黑了就玩完了，开白名单是个bug，试想要把自已加入名单再去开白名单，但自已一但加入名单Wifi就断了还怎么去开白名单，如果自已不加入名单开了白名单又有谁能进网。如果登录不了应该是设置了管理Ip，广告多，这是我真实体验，有利有,0,0,1,0,0,3569716,72760
3119,弹出广告非常,0,0,1,0,0,4239791,77891
3120,存在问题:上拉网页的时候，会弹出一块标题帘，挡住了上部视窗宽阔度，出出入入的，类似弹出广告理念，看了有些烦。情愿用回西子湖畔客户端,0,0,1,0,0,914495,77043
3121,能不能把广告去掉啊，没广告就不能活了是吗？为了自己的产品着想一下啊！！广告太烦人！！！！！！！！,0,0,1,0,0,1587557,37383
3122,一打开就要广告，游戏都不知道是什么样,0,0,1,0,0,3472053,95466
3123,编辑单一，还有广,0,0,1,0,0,2962027,75089
3124,玩的时候一直有小广,0,0,1,0,0,3330505,429388
3125,差评！差评！广告太多了，总不小心点进去！还总是崩溃,0,0,1,0,0,3425130,74585
3126,广告多，一直提示更新还更新不,0,0,1,0,0,4028750,51816
3127,全广告，资料包无法下,0,0,1,0,0,3611656,96090
3128,有广告不如老版本一颗多,0,0,1,0,0,4265717,74356
3129,广告太长,0,0,1,0,0,3876930,39312
3130,看是能看好的！但是广告老是自动下,1,0,1,0,0,2892045,365046
3131,垃圾，弄个词典还搞广,0,0,1,0,0,1659574,50739
3132,明明是给小孩子玩的，为什么要弄这么多广告，这样不是很容易点进去吗,0,0,1,0,0,4270949,117301
3133,呵呵呵呵呵呵，光广告我就误触了多少回了，简直是连一星都不想给,0,0,1,0,0,1569252,57
3134,好多连接和广,0,0,1,0,0,2932810,13256
3135,TMD有广告.,0,0,1,0,0,4499371,120379
3136,1年多没玩地铁跑酷了什么时候加了这么多广告？滚,0,0,1,0,0,2175493,25940
3137,惊人吗？一般般吧。广告还多,0,0,1,0,0,3800562,65122
3138,广告流畅，MV卡，什么垃圾软,0,0,1,0,0,4402815,2095
3139,太垃圾了，升级的最新版本，结果老是卡，广告放的倒是很溜，广告完了就卡，腾讯的工程师都干嘛去了，赶紧修复啊,0,0,1,0,0,3351639,39312
3140,太无了，一进去就是广告，画风差，还删不了,0,0,1,0,0,1666695,49450
3141,真是的那么多广告我也不是不想给你一颗星 这是太多广告了，如果可以把广告在玩的时候没有出现的话我会给你们五颗星。(记住)！,0,0,1,0,0,1738452,81748
3142,不好用，退出直播弹广告好烦人，你看看那个直播app退出弹广告的？你们的产品经理该换,0,0,1,0,0,2068327,87770
3143,广告真,0,0,1,0,0,3778130,85071
3144,广告垃,0,0,1,0,0,3023582,98047
3145,差评，讨厌推送广告垃圾信息等等，应用里面推送设置关不,0,0,1,0,0,2952547,3726
3146,广告也太多。挺烦,0,0,1,0,0,2014235,66578
3147,垃圾，多广告，而且还要积分才能读,0,0,1,0,0,1645494,53021
3148,广告多    还是连续广告  我就想问问  我们是玩游戏还是玩广告,0,0,1,0,0,3720293,44411
3149,总是弹出询问窗口关也关不掉，体验很差。另外还有看似色情的广,0,0,1,0,0,4080960,1098
3150,广告广告广告广告全特么是广,0,0,1,0,0,2465965,75089
3151,如果没有广告或许还有五,0,0,1,0,0,3725404,88871
3152,游戏还没进去，广告一大推，还tm闪退，差评没商量，一堆水军，骗,0,0,1,0,0,3208878,443176
3153,广告真是可恨，能不能把广告去掉,0,0,1,0,0,4007259,93436
3154,广告可不可以不全屏？ 广告可不可以不全屏？ 广告可不可以不全屏,0,0,1,0,0,2414812,93436
3155,什么游戏，老是点到广告很烦内，可以吧广告去了吗，一点就卡一点就卡烦死了，差评差评差,0,0,1,0,0,4611578,88871
3156,游戏挺好，就是广告多影响玩游,0,0,1,0,0,2016510,41266
3157,广告多的让你玩不了～点击右上角叉叉还是进广告 进了又退不出去  玩你妈,0,0,1,0,0,4170232,459208
3158,广告多，其他的不做评,0,0,1,0,0,1710015,31828
3159,打了半天的评论，出去回条短信，回来什么都没了，重新加载广告界面，重新进。天呐，我用的是智能手机,0,0,1,0,0,4534293,1023
3160,死垃圾，全部广,0,0,1,0,0,2698433,74397
3161,一直以来对它很满意，但现在最新版本的有广,0,0,1,0,0,1804092,57
3162,为什么最新版有弹出广,0,0,1,0,0,4181534,145
3163,广告不小心点到就开始下载，尼玛，流量啊,1,0,1,0,0,3303286,99879
3164,满屏幕的广告，无语。。,0,0,1,0,0,748686,11603
3165,垃圾软件，广告一大堆，经常闪,0,0,1,0,0,4352839,428633
3166,老是闪出广,0,0,1,0,0,2254181,98047
3167,广告很多，然后不能修改信道有毛用,0,0,1,0,0,2830804,72760
3168,居然还有黄色广告，放在给小孩玩的app里合适吗,0,0,1,0,0,4282160,270785
3169,很好，就是广告,0,0,1,0,0,3620649,12272
3170,全广告怎么,0,0,1,0,0,3942835,78473
3171,垃圾东西，广告一堆，还小米活动，活动在哪？垃圾软,0,0,1,0,0,3768467,441022
3172,游戏还算可以玩，广告特多，不可以推出，只能强退,0,0,1,0,0,1267016,87801
3173,广告多得没法用,0,0,1,0,0,1812168,59734
3174,全是广告，根本不能不下。生气,0,0,1,0,0,3242672,69628
3175,广告太多不过用还是很好,0,0,1,0,0,3823873,85071
3176,广告太烦了！！！,0,0,1,0,0,2185106,98047
3177,广告毁了游,0,0,1,0,0,1831260,80485
3178,垃圾，玩起来还差不多，广告太多了，垃圾，千万不要,0,0,1,0,0,2888820,276811
3179,尼玛广告关不掉，点❌还下载，关都关不,1,0,1,0,0,2466384,93224
3180,广告关不,0,0,1,0,0,3670606,57311
3181,电影你可是能看，广告太多了吧，动不动就下,1,0,1,0,0,4285578,7030
3182,垃圾，哪来那么多垃圾广,0,0,1,0,0,720285,56828
3183,妈蛋全TM广,0,0,1,0,0,3520690,96090
3184,蛮好的，只是离线要收费，广告也有点,0,0,1,0,0,1972195,60903
3185,更新后有广告！！,0,0,1,0,0,1129139,22133
3186,广告神马的都好好的，一到账号就提示无网络，请检查设置 简直无,0,0,1,0,0,4347279,9407
3187,闪退，而且广告，不,0,0,1,0,0,2004535,110889
3188,不愧是小米广,0,0,1,0,0,2970848,422729
3189,还可以！就是广告,0,0,1,0,0,3748655,91824
3190,太垃圾了，玩不起来，大家都别下载了，下了很久不能玩，还有广告,0,0,1,0,0,3094915,57311
3191,麻痹有广,0,0,1,0,0,1990280,20445
3192,游戏到挺好上面的广告太烦人,0,0,1,0,0,768673,67795
3193,一分都不想给。各种广告！！！！！！！！开个宝箱都要去看你广告才能开。。。我wnm,0,0,1,0,0,4647702,25940
3194,看到有人说没广告……难道只有我一个人用的时候界面有广告吗？,0,0,1,0,0,3511627,49538
3195,什么玩意，传感只能贴在手机上，广告还多的要死,0,0,1,0,0,2124592,13867
3196,广告多，不定时弹窗，闪退，恶心得要,0,0,1,0,0,2023509,89034
3197,第一次用还是不错的，后来就没响了，广告也多。很遗憾，没有用的东西，不值得留恋，我只好删除了,0,0,1,0,0,2634388,97713
3198,屏幕中间的广告怎么去,0,0,1,0,0,3486748,57311
3199,都是骗广告费的垃圾玩,0,0,1,0,0,4081916,65122
3200,这么多广告，一开游戏就特别卡,0,0,1,0,0,4658874,25940
3201,更新 又多了个广告  如果居住是两间房怎么看 有两间房的图,0,0,1,0,0,791060,34189
3202,广告奇多！！点开就是广,0,0,1,0,0,2824644,84701
3203,游戏还是很好玩，就是广告太多，玩着玩着又弹出广告没意,0,0,1,0,0,3486378,325275
3204,不要加广,0,0,1,0,0,3700262,83027
3205,垃圾游戏广告太多太气人,0,0,1,0,0,2668917,120379
3206,广告太多了，动不动就下载东西，烦死了，还找不到在哪删安装,1,0,1,0,0,3919411,78473
3207,广告太多，所以还是选择用别的软件，平生最讨厌的就是广告突然间冒出来，其实软件还可以，要是没有广告，用的人肯定特,0,0,1,0,0,1412437,12272
3208,广告太多   英语也听不太,0,0,1,0,0,2896600,12272
3209,植入广告太多不能保存关卡一单按错全都从,0,0,1,0,0,3200220,57483
3210,不错，就是广告太烦人，不小心点了就下载，浪费流,1,0,1,0,0,3568944,84927
3211,就是喜欢这个键盘啊布局了。手贱升了 2.1.8，结果广告条关不了啊，又重新下了2.1.7版，我这里只要禁止它上网，就可以没有广告,0,0,1,0,0,4380556,81942
3212,自动弹出浏览器 广,0,0,1,0,0,3908279,145
3213,进不去啊进去又卡广告里去了,0,0,1,0,0,3734851,424023
3214,我擦  一颗星也不想给   广告太她妈讨厌了,0,0,1,0,0,1725381,27908
3215,差评。闪退，广告什么,0,0,1,0,0,3208458,232926
3216,每天有无数的广告跳出来，不是提示锁屏流量提示还不知道是这货，用了好几年了太失望,0,0,1,0,0,3974760,145
3217,什么游戏，都是广告！一颗星都不想给。千万别下,0,0,1,0,0,3406321,420167
3218,下了之后里面的下载的游戏平均每次弹出三个广告，显示点击跳过点了后没有用，卸载完软件下载的游戏会闪退，呵呵，然后就重新装可以进，连着WiFi还会给你主动下软七八糟的软件，行行行，游戏我不玩了，一起卸载滚,0,0,1,0,0,3752680,44411
3219,垃圾，有广告，图片打开后尺寸不符。。,0,0,1,0,0,2562532,75089
3220,严重怀疑，加速包没软用，只是分享出来打了次广,0,0,1,0,0,4420655,405
3221,太差，十次有九次打不开卡顿，都是投资广,0,0,1,0,0,4524135,428633
3222,太太太太太太太太太太太太太太太太太太太太太太太太太太太不好玩了，里面的广告根本去不掉，想给一万个差评,0,0,1,0,0,3686726,27908
3223,太差了，客户端里还添广告，这软件开发部门该有多抠门啊,0,0,1,0,0,2279088,75664
3224,差评！屏幕弹现的游戏广告太坑人了！！表示被坑20话费，不爽！,0,0,1,1,0,2083556,48256
3225,签到根本没有一打开都是广告垃圾游戏一颗星都不想,0,0,1,0,0,4101462,439311
3226,垃圾广告太多，已经卸载这游戏了,0,0,1,0,0,3487995,73031
3227,从正点好用时开始用，用到后面各种广告各种恼人的响铃频率，终于有一天忍无可忍卸了,0,0,1,0,0,3526225,145
3228,还可以吧，广告是有，但不是很多，要是能多读多写，多拼写，就完美了，这次给三星，望改,0,0,1,0,0,1726656,50421
3229,嗯，不止我一个就好，闪退＋广告(ಥ_ಥ,0,0,1,0,0,3425640,51676
3230,广告是你们的赚钱模,0,0,1,0,0,2465524,13867
3231,休闲娱乐必备，真的很好玩，但是广告太多太烦人了 ，每次结束一盘游戏就要点掉一个满屏的广告，真恶,0,0,1,0,0,1262721,59188
3232,垃圾游戏，垃圾广,0,0,1,0,0,3823461,102875
3233,还好。。没有视频，有一些广告,0,0,1,0,0,3111557,93224
3234,不能联机，有很low的广,0,0,1,0,0,3954769,24652
3235,不错但是有点小好广,0,0,1,0,0,4165538,270785
3236,太多广告了，在通知栏都屏蔽不去一直在那！还有漏发音的,0,0,1,0,0,1221555,56142
3237,广告爆,0,0,1,0,0,4598766,55306
3238,还广告太多，玩个游戏全是下载了，能不能少做广,1,0,1,0,0,3530281,325275
3239,新版加了广告，烦死,0,0,1,0,0,612736,1195
3240,广告太多太多，空白多,0,0,1,0,0,4565664,79883
3241,广告植入太烦人，差,0,0,1,0,0,4591031,88871
3242,广告超多，每一关都出个广告,0,0,1,0,0,3425804,60052
